,City,DOM,Year_Built,Beds,Sold_Price,Cost_per_sqft,Above_Grade_Finished_sqft,Lat,Lon,year,month,half_bath,full_bath
409,Alexandria,13,1981,4,529900,259.5,2042,38.8907693,-77.3482828,2019,6,1,2
410,Fairfax,7,1987,6,875000,278.31,3144,38.8907693,-77.3482828,2019,6,1,3
411,Fairfax,5,1984,5,700000,317.6,2204,38.862563,-77.40509,2019,6,1,3
412,Clifton,9,1988,4,694000,243.68,2848,38.8907693,-77.3482828,2019,6,1,3
413,Annandale,1,1976,4,635000,416.67,1524,38.8907693,-77.3482828,2019,5,1,2
414,Fairfax,18,1970,4,595000,266.34,2234,38.8907693,-77.3482828,2019,6,1,3
415,Alexandria,1,1952,3,725000,394.67,1837,38.8907693,-77.3482828,2019,5,0,2
416,Alexandria,3,1963,4,427000,245.26,1741,38.8907693,-77.3482828,2019,6,0,2
418,Alexandria,6,1963,4,505000,287.91,1754,38.8907693,-77.3482828,2021,6,0,2
420,Mclean,5,1959,5,887000,246.39,3600,38.8907693,-77.3482828,2019,5,0,3
421,Lorton,7,1998,5,820500,237.28,3458,38.8907693,-77.3482828,2019,6,1,3
422,Vienna,10,1975,4,899900,382.61,2352,38.930592,-77.26252897,2019,6,1,3
423,Springfield,13,1959,4,444999,380.34,1170,38.782223,-77.19158784,2019,6,0,3
424,Centreville,13,1967,4,500000,306.56,1631,38.8907693,-77.3482828,2019,6,1,2
426,Centreville,6,1967,4,502000,307.79,1631,38.8907693,-77.3482828,2019,4,1,2
428,Herndon,6,1977,4,498000,456.04,1092,38.9315005,-77.38449319,2019,6,0,3
429,Alexandria,1,1966,4,880000,379.31,2320,38.8907693,-77.3482828,2019,5,1,3
430,Fairfax Station,1,1993,4,821000,253.16,3243,38.8907693,-77.3482828,2019,6,1,3
432,Fairfax Station,5,1993,4,965250,297.64,3243,38.8907693,-77.3482828,2021,4,1,3
434,Alexandria,1,1977,4,620000,314.08,1974,38.79362,-77.091567,2019,5,1,2
435,Alexandria,3,1992,3,365000,261.27,1397,38.8907693,-77.3482828,2019,6,0,2
436,Burke,25,1978,4,575000,326.7,1760,38.779776,-77.259482,2019,6,1,2
438,Burke,4,1978,4,643000,365.34,1760,38.779776,-77.259482,2021,1,1,2
440,Alexandria,2,1977,4,775000,275.31,2815,38.8907693,-77.3482828,2019,6,2,2
441,Vienna,0,1963,4,725000,368.39,1968,38.8907693,-77.3482828,2019,5,1,2
442,Alexandria,4,1956,3,435000,322.22,1350,38.8907693,-77.3482828,2019,6,0,2
444,Alexandria,6,1956,3,580000,429.63,1350,38.8907693,-77.3482828,2022,7,0,2
446,Oakton,11,1997,5,1380000,310.39,4446,38.8817462,-77.32554884,2019,6,1,4
447,Reston,1,1988,4,733000,372.65,1967,38.980602,-77.348515,2019,6,1,3
448,Chantilly,7,1985,4,535000,392.23,1364,38.899643,-77.420516,2019,6,0,3
449,Reston,24,1979,5,655000,346.93,1888,38.93520335,-77.31629296,2019,6,1,3
450,Vienna,3,2014,5,1500000,377.64,3972,38.896306,-77.260268,2019,6,1,4
451,Alexandria,7,1973,4,608000,383.84,1584,38.8907693,-77.3482828,2019,6,1,3
452,Springfield,0,1962,3,531500,373.24,1424,38.771575,-77.2183965,2019,4,1,2
453,Reston,6,1983,3,624000,401.54,1554,38.9347455,-77.33500383,2019,6,1,3
454,Annandale,7,1963,5,704000,347.83,2024,38.8272495,-77.2529008,2019,6,0,3
455,Alexandria,1,2008,4,763000,251.73,3031,32.7440238,-90.0331404,2019,6,1,3
456,Mclean,0,2018,5,1875000,329.12,5697,38.8907693,-77.3482828,2019,1,0,6
457,Fairfax,5,1984,5,725000,302.84,2394,38.8907693,-77.3482828,2019,6,1,3
458,Chantilly,17,1989,4,719995,250.96,2869,38.902371,-77.41958058,2019,6,1,3
459,Fairfax,3,1969,4,641300,513.86,1248,38.8907693,-77.3482828,2019,6,0,3
460,Fairfax,15,1973,4,779000,257.27,3028,38.94348,-77.310221,2019,6,1,3
461,Mclean,3,1965,5,829000,637.69,1300,38.8907693,-77.3482828,2019,6,0,3
462,Herndon,6,1979,5,545000,499.08,1092,38.9346775,-77.38593742,2019,6,0,3
464,Herndon,17,1979,5,620000,258.33,2400,38.9346775,-77.38593742,2021,9,0,3
466,Annandale,3,1969,5,755000,366.15,2062,36.804147,-76.20251,2019,6,1,2
467,Springfield,18,1957,4,525000,316.84,1657,38.8907693,-77.3482828,2019,6,0,2
468,Falls Church,11,1955,3,525000,531.38,988,38.8907693,-77.3482828,2019,6,1,2
469,Springfield,8,1994,4,836612,319.44,2619,38.8907693,-77.3482828,2019,6,1,3
470,Great Falls,7,1979,4,911000,399.56,2280,38.8907693,-77.3482828,2019,6,2,2
471,Annandale,5,1959,4,575000,328.57,1750,38.8907693,-77.3482828,2019,6,1,2
472,Falls Church,1,1955,5,800000,500,1600,38.8907693,-77.3482828,2019,5,0,3
473,Springfield,4,1973,5,554900,454.84,1220,38.8907693,-77.3482828,2019,6,0,3
474,Alexandria,4,1961,4,470000,424.57,1107,38.8907693,-77.3482828,2019,6,0,2
475,Herndon,23,1978,4,469000,429.49,1092,38.8907693,-77.3482828,2019,6,0,3
476,Alexandria,5,1972,5,575000,276.44,2080,38.8907693,-77.3482828,2019,6,1,2
477,Alexandria,7,1948,4,480000,255.32,1880,38.895987,-77.343027,2019,6,0,2
478,Alexandria,4,1961,4,485000,444.95,1090,38.8907693,-77.3482828,2019,6,0,2
479,Annandale,1,1967,4,679000,455.4,1491,38.8907693,-77.3482828,2019,6,1,2
480,Clifton,13,1999,4,990000,219.17,4517,38.8907693,-77.3482828,2019,6,1,3
481,Springfield,1,1956,3,540000,433.04,1247,38.8907693,-77.3482828,2019,5,0,2
482,Springfield,8,1959,3,491000,401.8,1222,38.7802275,-77.1936175,2019,5,1,2
483,Alexandria,4,2013,5,975000,265.67,3670,38.8907693,-77.3482828,2019,6,1,4
484,Vienna,5,1964,4,653000,531.76,1228,38.941765,-77.388476,2019,6,1,2
485,Annandale,15,1964,5,705000,306.52,2300,38.8907693,-77.3482828,2019,6,0,3
486,Mclean,1,1959,4,980000,521.83,1878,38.8907693,-77.3482828,2019,5,0,3
488,Mclean,1,2019,7,2381785,544.66,4373,38.8907693,-77.3482828,2019,11,1,6
490,Fairfax,15,1962,4,769000,421.6,1824,38.8907693,-77.3482828,2019,6,2,2
491,Falls Church,10,1925,4,430000,234.72,1832,38.8907693,-77.3482828,2019,6,0,2
492,Springfield,5,1977,4,674900,325.1,2076,38.8907693,-77.3482828,2019,6,1,3
493,Falls Church,1,2019,5,1249545,348.45,3586,38.942014,-77.337981,2019,5,1,3
494,Herndon,5,1985,3,530000,290.89,1822,38.908023,-77.415314,2019,5,1,2
495,Falls Church,8,1956,3,655500,504.62,1299,38.8907693,-77.3482828,2019,6,0,3
496,Burke,16,1972,4,590000,281.09,2099,38.80646,-77.278799,2019,6,1,2
497,Clifton,3,1993,5,790000,233.66,3381,38.8382295,-77.40338,2019,5,1,3
498,Alexandria,13,1972,4,745000,256.9,2900,38.722683,-77.061967,2019,6,1,2
499,Burke,32,1998,6,815000,236.37,3448,38.771119,-77.266267,2019,6,1,5
500,Falls Church,5,1950,3,460000,347.96,1322,38.8907693,-77.3482828,2019,6,1,1
501,Alexandria,14,1971,5,719500,307.48,2340,38.723161,-77.061353,2019,6,1,3
502,Fairfax,10,1970,4,605000,403.33,1500,38.8907693,-77.3482828,2019,6,1,2
503,Reston,8,1977,4,738000,249.32,2960,38.9200449,-77.358186,2019,6,1,3
504,Chantilly,5,1987,4,711000,249.47,2850,38.869219,-77.389213,2019,6,1,3
505,Herndon,6,1985,4,485000,248.21,1954,38.999135,-77.380432,2019,6,1,2
506,Annandale,8,1980,4,440000,412.76,1066,38.8907693,-77.3482828,2019,6,0,2
507,Oak Hill,28,2001,4,845000,271.79,3109,38.92866,-77.40588,2019,6,1,3
508,Alexandria,6,1959,4,720000,328.77,2190,38.707239,-77.1122,2019,6,1,3
509,Reston,5,1971,4,606000,261.66,2316,38.9305956,-77.36889936,2019,6,1,2
510,Herndon,4,1984,4,712000,304.27,2340,38.915395,-77.418503,2019,6,1,3
511,Oakton,6,1985,4,939900,294.27,3194,38.880629,-77.351441,2019,6,2,3
512,Great Falls,7,1969,6,1021000,325.16,3140,38.8907693,-77.3482828,2019,6,0,4
513,Alexandria,2,1955,5,540000,464.32,1163,38.7651475,-77.163616,2019,5,0,3
514,Annandale,6,1976,4,669500,330.62,2025,38.816461,-77.260142,2019,6,1,2
515,Centreville,13,1984,3,499000,244.61,2040,38.870041,-77.371065,2019,6,1,2
516,Herndon,4,1982,5,571000,305.02,1872,39.000572,-77.37366,2019,6,1,3
517,Alexandria,3,1949,3,460000,271.55,1694,38.8907693,-77.3482828,2019,5,0,2
518,Falls Church,4,1954,4,403000,373.15,1080,38.87393,-77.183641,2019,5,0,2
520,Falls Church,17,1954,4,638600,339.68,1880,38.87393,-77.183641,2020,3,0,2
522,Vienna,6,1977,4,690000,421.76,1636,38.897486,-77.252877,2019,6,1,2
523,Lorton,10,2006,4,675000,200.48,3367,38.707445,-77.199038,2019,6,1,3
524,Alexandria,9,2015,7,1390000,306.84,4530,38.8907693,-77.3482828,2019,6,1,5
525,Herndon,6,1981,4,624500,325.94,1916,38.909361,-77.416994,2019,6,1,2
526,Vienna,8,1994,5,850000,345.53,2460,38.8907693,-77.3482828,2019,6,1,3
527,Fairfax,12,1985,4,751000,290.63,2584,38.8907693,-77.3482828,2019,6,1,3
528,Centreville,30,1996,4,630000,257.56,2446,32.7440238,-90.0331404,2019,6,1,3
529,Centreville,0,2000,5,750000,282.17,2658,38.852993,-77.408539,2019,6,1,3
530,Fairfax,5,1995,5,932755,252.57,3693,38.8893255,-77.39048924,2019,6,1,3
531,Annandale,2,1956,3,460000,345.6,1331,38.8907693,-77.3482828,2019,6,0,2
532,Alexandria,5,1968,5,873275,671.75,1300,38.754577,-77.072586,2019,6,0,3
533,Falls Church,5,1948,4,799000,347.39,2300,38.8907693,-77.3482828,2019,6,1,3
534,Oakton,2,1985,5,900000,306.44,2937,38.896861,-77.358158,2019,6,1,3
535,Springfield,5,1966,3,526000,380.06,1384,38.8907693,-77.3482828,2019,6,0,2
536,Chantilly,23,1979,4,597000,252.32,2366,38.883597,-77.413254,2019,6,1,2
537,Fairfax,5,2002,5,1030000,252.45,4080,38.880479,-77.370595,2019,6,1,5
538,Annandale,3,1953,3,515000,495.19,1040,38.842812,-77.192666,2019,6,1,1
539,Fairfax,9,1952,5,761850,374.56,2034,38.8292238,-77.3193162,2019,6,1,3
540,Reston,26,1976,4,739000,240.09,3078,38.9400525,-77.37760993,2019,6,1,3
541,Vienna,9,1986,4,780000,320.72,2432,38.94333035,-77.29028071,2019,6,1,3
542,Herndon,7,1987,3,680000,322.12,2111,38.914492,-77.40227592,2019,6,1,3
543,Herndon,8,1986,3,545000,277.21,1966,38.977697,-77.401075,2019,6,1,3
544,Fairfax,8,1970,4,585000,298.62,1959,38.8623,-77.40154649,2019,6,1,2
545,Fairfax,1,1982,4,685000,336.44,2036,38.8801745,-77.3749485,2019,5,1,3
546,Annandale,12,1941,4,650000,293.32,2216,38.8907693,-77.3482828,2019,5,0,2
547,Mclean,3,1958,4,770000,705.13,1092,38.8907693,-77.3482828,2019,5,1,2
549,Mclean,338,2020,6,1874625,366.5,5115,38.8907693,-77.3482828,2020,8,2,6
551,Mclean,1,1966,4,800000,454.03,1762,38.8907693,-77.3482828,2019,6,0,3
552,Annandale,7,1966,4,601000,363.58,1653,38.8907693,-77.3482828,2019,6,0,3
553,Reston,3,1970,4,675000,357.52,1888,38.92460775,-77.33811521,2019,6,0,3
554,Mclean,4,1999,5,1300000,355.19,3660,27.879847,-81.849185,2019,6,1,4
555,Springfield,7,1962,4,525000,291.67,1800,38.8907693,-77.3482828,2019,6,1,2
556,Mclean,8,1963,3,1225000,792.37,1546,38.940934,-77.337306,2019,5,1,2
557,Falls Church,18,1961,4,635000,465.54,1364,38.843265,-77.1328845,2019,6,0,2
558,Fairfax,6,1980,4,569900,303.46,1878,38.8907693,-77.3482828,2019,6,1,2
559,Oak Hill,1,1998,5,989000,258.63,3824,38.916768,-77.3877495,2019,6,1,5
560,Mclean,1,1980,4,790000,690.56,1144,38.8907693,-77.3482828,2019,5,0,3
562,Mclean,52,2019,6,1795000,458.03,3919,38.8907693,-77.3482828,2020,3,1,5
564,Falls Church,9,1952,2,600000,543.48,1104,38.8907693,-77.3482828,2019,6,0,1
566,Falls Church,5,1952,2,650000,588.77,1104,38.8907693,-77.3482828,2021,9,0,1
568,Herndon,1,1987,4,665000,271.87,2446,38.9262085,-77.402604,2019,6,1,2
569,Falls Church,7,1951,3,750000,358.51,2092,38.904378,-77.354483,2019,6,0,2
570,Springfield,8,1960,3,522500,436.87,1196,38.8907693,-77.3482828,2019,6,1,2
571,Chantilly,12,1985,4,500000,480.77,1040,38.892288,-77.414893,2019,6,1,2
572,Springfield,5,1957,3,459000,436.31,1052,38.8907693,-77.3482828,2019,6,0,2
573,Alexandria,15,1988,4,655000,276.6,2368,38.8907693,-77.3482828,2019,6,1,3
574,Fairfax,5,1976,4,605000,305.56,1980,38.83294,-77.29564975,2019,6,1,2
575,Alexandria,8,1965,4,450000,441.18,1020,38.8907693,-77.3482828,2019,6,0,2
576,Annandale,0,1965,5,755000,380.16,1986,38.844953,-77.231619,2019,5,1,3
577,Springfield,7,1962,5,549000,506.93,1083,38.7850715,-77.22472106,2019,6,0,2
578,Annandale,7,1971,4,703838,347.57,2025,38.81856,-77.251525,2019,6,1,2
579,Herndon,5,1987,3,540000,309.99,1742,38.8907693,-77.3482828,2019,6,2,2
580,Herndon,1,1979,4,620000,276.54,2242,32.7440238,-90.0331404,2019,5,1,2
581,Vienna,0,1978,4,763000,412.88,1848,38.8907693,-77.3482828,2019,4,1,2
582,Centreville,0,1982,4,475000,515.18,922,38.8907693,-77.3482828,2019,5,0,2
583,Annandale,6,1970,4,782000,428.73,1824,38.818823,-77.238704,2019,6,1,3
584,Fairfax Station,0,1994,6,875000,207.64,4214,38.74125,-77.27402,2019,5,1,5
585,Alexandria,4,1954,3,469000,407.83,1150,38.8397625,-77.147271,2019,6,1,2
586,Alexandria,0,2011,4,1260000,274.45,4591,38.8907693,-77.3482828,2019,5,2,3
587,Springfield,4,1981,4,720000,345.82,2082,38.8907693,-77.3482828,2019,6,1,3
588,Reston,8,1998,5,950000,256.06,3710,38.976964,-77.32459,2019,6,1,4
589,Alexandria,5,2006,5,940000,217.9,4314,38.8907693,-77.3482828,2019,6,1,4
590,Falls Church,10,1951,3,500000,299.58,1669,38.850785,-77.179494,2019,6,0,2
592,Falls Church,6,1951,3,690000,413.42,1669,38.850785,-77.179494,2019,10,1,3
594,Centreville,4,1995,3,489900,278.83,1757,32.7440238,-90.0331404,2019,6,1,3
595,Fairfax,0,1985,6,685000,248.91,2752,38.8907693,-77.3482828,2019,6,1,3
596,Springfield,1,1954,4,458000,376.34,1217,38.785003,-77.182592,2019,5,0,2
597,Centreville,1,1995,3,455000,258.96,1757,32.7440238,-90.0331404,2019,6,1,3
598,Alexandria,1,1956,3,805000,590.18,1364,38.8907693,-77.3482828,2019,6,0,3
599,Alexandria,0,1950,3,448000,402.88,1112,38.8907693,-77.3482828,2019,5,1,2
600,Burke,12,1980,3,480000,461.54,1040,38.790095,-77.315394,2019,6,1,2
601,Falls Church,6,1900,2,559000,297.34,1880,38.856102,-77.185767,2019,6,0,2
602,Reston,4,1968,4,675000,306.82,2200,38.93044865,-77.36019605,2019,6,2,2
603,Alexandria,7,1957,3,389000,302.96,1284,38.8907693,-77.3482828,2019,6,0,1
605,Alexandria,34,1957,3,400000,311.53,1284,38.8907693,-77.3482828,2022,12,0,1
607,Alexandria,12,1958,4,706071,525.35,1344,38.8907693,-77.3482828,2019,6,0,3
608,Falls Church,5,1950,3,449000,462.89,970,38.867196,-77.180661,2019,6,0,1
609,Alexandria,6,1984,4,681000,348.87,1952,38.8907693,-77.3482828,2019,6,1,3
610,Springfield,3,1975,4,546000,388.89,1404,38.8907693,-77.3482828,2019,6,0,3
611,Fairfax,16,1970,4,560000,285.86,1959,38.87574985,-77.40066295,2019,6,1,2
612,Fairfax,21,1976,4,532500,328.1,1623,38.814443,-77.285673,2019,6,0,2
613,Falls Church,12,1954,4,579000,536.11,1080,38.8907693,-77.3482828,2019,6,0,2
614,Fairfax,7,1986,5,789900,269.59,2930,38.874464,-77.29249,2019,5,1,3
615,Annandale,3,1958,4,525000,416.67,1260,38.8907693,-77.3482828,2019,6,0,3
616,Oakton,5,1977,4,775000,382.72,2025,38.88186455,-77.34240465,2019,6,1,2
617,Fairfax,7,1970,4,625000,393.08,1590,38.8907693,-77.3482828,2019,6,2,2
619,Fairfax,5,1970,4,750000,375,2000,38.8907693,-77.3482828,2021,8,2,2
621,Springfield,5,1980,5,689000,279.63,2464,38.8907693,-77.3482828,2019,6,1,2
622,Falls Church,24,1951,4,550000,564.1,975,38.892939,-77.340217,2019,6,0,2
623,Chantilly,5,1987,5,567000,318.18,1782,38.8907693,-77.3482828,2019,6,1,3
624,Fairfax,6,1969,4,570000,475,1200,38.817022,-77.296238,2019,6,1,2
626,Fairfax,4,1969,4,700000,583.33,1200,38.817022,-77.296238,2021,4,1,2
628,Centreville,14,2004,4,738000,233.03,3167,38.8907693,-77.3482828,2019,6,1,3
629,Alexandria,12,1956,4,999400,315.07,3172,38.84306,-77.345214,2019,6,1,3
630,Burke,15,1980,5,700000,287.12,2438,38.787698,-77.312433,2019,6,1,3
631,Herndon,14,1976,4,462000,283.96,1627,38.959254,-77.38584,2019,6,0,2
632,Fairfax,8,2001,5,900000,318.47,2826,38.89043,-77.342006,2019,6,1,3
633,Alexandria,6,1968,3,605000,276.26,2190,38.722324,-77.093477,2019,5,1,2
634,Lorton,24,2005,5,770000,200.94,3832,38.8907693,-77.3482828,2019,6,1,3
635,Springfield,4,1971,4,661500,270,2450,38.8907693,-77.3482828,2019,6,0,3
636,Mclean,1,1971,5,1169900,480.25,2436,38.9022759,-77.3829806,2019,5,1,2
637,Clifton,17,1985,4,908000,252.5,3596,38.8907693,-77.3482828,2019,6,1,3
638,Centreville,4,1967,4,457000,352.35,1297,38.8907693,-77.3482828,2019,6,0,2
639,Annandale,4,1960,4,576002,513.37,1122,38.8907693,-77.3482828,2019,5,1,2
640,Springfield,4,1971,4,646000,321.71,2008,38.757394,-77.2500555,2019,6,1,2
641,Vienna,33,1965,5,625000,284.09,2200,38.8907693,-77.3482828,2019,6,1,2
642,Fairfax Station,6,1988,4,756000,267.8,2823,38.8907693,-77.3482828,2019,6,1,2
643,Herndon,5,1975,5,540000,300,1800,38.8907693,-77.3482828,2019,6,0,4
644,Vienna,1,1956,4,840000,478.63,1755,38.903989,-77.257297,2019,5,1,3
645,Herndon,3,1969,4,381500,328.88,1160,28.256405,-81.28913,2019,5,0,3
646,Clifton,5,1986,3,650500,230.35,2824,38.8907693,-77.3482828,2019,6,1,3
647,Centreville,19,1995,5,695000,229.37,3030,32.7440238,-90.0331404,2019,6,1,3
648,Mclean,0,1969,4,1150000,399.31,2880,38.938216,-77.2123,2019,4,2,2
649,Herndon,3,1972,4,450000,361.45,1245,38.97701445,-77.3850607,2019,5,0,3
650,Annandale,1,1969,5,625000,507.31,1232,38.883168,-77.355705,2019,6,0,3
651,Clifton,22,2001,4,808500,160.93,5024,38.8368559,-77.4054858,2019,6,1,3
653,Clifton,61,2001,5,1143000,192.98,5923,38.8368559,-77.4054858,2020,5,2,3
655,Centreville,5,1967,3,405000,340.91,1188,38.8907693,-77.3482828,2019,5,1,1
656,Annandale,5,1967,4,623000,343.25,1815,38.872902,-77.390928,2019,6,0,2
657,Herndon,21,1987,4,715000,305.56,2340,38.925708,-77.40183,2019,6,1,3
658,Falls Church,5,1940,3,622500,415,1500,38.900725,-77.364135,2019,6,0,2
659,Fairfax Station,3,1983,5,715000,272.07,2628,38.8907693,-77.3482828,2019,6,1,3
660,Herndon,24,1975,3,494000,481.48,1026,38.9266915,-77.3909905,2019,6,0,2
661,Lorton,20,2010,4,655000,201.17,3256,38.8907693,-77.3482828,2019,6,1,4
662,Centreville,4,1967,4,495000,373.87,1324,38.8907693,-77.3482828,2019,6,1,2
663,Burke,10,1980,4,679000,274.68,2472,38.8907693,-77.3482828,2019,6,1,3
664,Herndon,4,1974,4,468000,363.07,1289,38.962748,-77.413335,2019,6,0,3
665,Herndon,33,1985,4,543900,254.99,2133,38.976597,-77.40626,2019,6,1,2
668,Herndon,23,1985,4,640000,300.05,2133,38.976597,-77.40626,2021,9,1,2
671,Herndon,27,1985,4,675000,316.46,2133,38.976597,-77.40626,2022,12,1,2
674,Alexandria,4,1979,5,860000,295.53,2910,38.8907693,-77.3482828,2019,6,1,3
676,Alexandria,29,1979,5,1098750,377.58,2910,38.8907693,-77.3482828,2022,11,1,3
678,Centreville,1,1992,4,734900,196.66,3737,38.8907693,-77.3482828,2019,6,1,3
679,Reston,9,1972,5,675000,293.61,2299,38.92144,-77.354454,2019,6,1,3
680,Alexandria,7,1957,3,605000,482.46,1254,38.8907693,-77.3482828,2019,6,0,2
681,Springfield,3,1966,5,530000,398.8,1329,38.8907693,-77.3482828,2019,6,1,2
682,Annandale,8,1975,5,731000,434.09,1684,38.824241,-77.238207,2019,6,0,3
683,Fairfax,4,1951,4,757700,244.5,3099,38.873135,-77.391136,2019,5,0,3
684,Alexandria,12,1966,3,610000,479.18,1273,38.8907693,-77.3482828,2019,6,0,3
685,Mclean,4,1958,4,875000,625,1400,38.8907693,-77.3482828,2019,5,0,2
686,Reston,2,1982,5,695000,287.19,2420,38.946984,-77.3829935,2019,6,1,3
687,Falls Church,3,1978,5,1175000,434.22,2706,38.8907693,-77.3482828,2019,5,0,4
688,Annandale,1,1981,5,750000,257.55,2912,38.836598,-77.369448,2019,5,1,3
689,Vienna,6,1974,4,767000,388.35,1975,38.8907693,-77.3482828,2019,5,0,2
691,Vienna,4,1974,4,890000,450.63,1975,38.8907693,-77.3482828,2021,3,0,2
693,Fairfax Station,6,1984,4,760000,399.58,1902,38.8907693,-77.3482828,2019,6,1,3
694,Springfield,5,1958,3,481000,303.85,1583,38.8907693,-77.3482828,2019,5,0,2
695,Reston,6,1992,4,675000,288.22,2342,38.9459185,-77.38717195,2019,6,1,2
696,Vienna,11,1969,4,875000,321.69,2720,38.8907693,-77.3482828,2019,6,1,3
697,Alexandria,23,1963,4,583000,292.38,1994,38.8907693,-77.3482828,2019,6,1,2
698,Falls Church,7,1959,4,1675000,825.12,2030,38.8907693,-77.3482828,2019,6,0,3
699,Alexandria,7,1959,5,630000,253.52,2485,38.8907693,-77.3482828,2019,6,0,4
700,Springfield,4,1973,4,560000,278.88,2008,38.8974086,-77.3685301,2019,6,1,2
701,Alexandria,9,1978,4,599000,278.86,2148,38.8907693,-77.3482828,2019,6,1,3
703,Alexandria,5,1978,4,715000,332.87,2148,38.8907693,-77.3482828,2021,6,1,3
705,Oakton,2,1980,5,735000,264.77,2776,38.8934606,-77.3572082,2019,5,1,3
706,Alexandria,6,1955,3,566000,422.7,1339,38.7937805,-77.09896666,2019,6,0,2
707,Vienna,29,1974,5,865000,381.39,2268,38.898013,-77.241292,2019,6,1,3
708,Alexandria,5,1964,5,994000,313.37,3172,38.871367,-77.305065,2019,6,0,3
709,Centreville,5,1987,4,600000,248.76,2412,38.8907693,-77.3482828,2019,5,1,2
710,Alexandria,21,1955,4,512000,257.55,1988,38.78011,-77.10386,2019,6,0,2
711,Springfield,8,1965,4,565000,385.4,1466,38.8907693,-77.3482828,2019,5,1,2
712,Burke,1,1979,4,705000,315.86,2232,38.8907693,-77.3482828,2019,6,1,2
713,Falls Church,7,2019,6,1265111,406.79,3110,39.27288902,-81.52539765,2019,5,1,4
714,Springfield,15,2004,3,581900,312.18,1864,38.8907693,-77.3482828,2019,6,1,2
716,Springfield,6,2004,3,717000,384.66,1864,38.8907693,-77.3482828,2021,12,1,2
718,Fairfax Station,1,1992,4,731000,337.49,2166,32.7440238,-90.0331404,2019,5,1,3
721,Fairfax Station,5,1992,4,740000,341.64,2166,32.7440238,-90.0331404,2020,7,1,3
724,Fairfax Station,28,1992,4,800000,369.34,2166,32.7440238,-90.0331404,2021,8,1,3
727,Alexandria,2,1955,3,808000,558.01,1448,38.8907693,-77.3482828,2019,6,0,3
728,Herndon,6,1984,4,560000,262.66,2132,38.906625,-77.378795,2019,6,1,3
729,Vienna,13,1999,5,1450000,255.73,5670,38.8907693,-77.3482828,2019,6,1,4
730,Fairfax,16,1969,4,535000,445.83,1200,38.8907693,-77.3482828,2019,6,0,3
731,Fort Belvoir,6,2004,4,610000,223.77,2726,38.70944416,-77.18274184,2019,6,1,5
732,Fairfax,4,1965,4,642000,396.79,1618,38.8907693,-77.3482828,2019,5,1,2
733,Burke,12,1980,4,660000,337.42,1956,38.8907693,-77.3482828,2019,6,1,3
734,Springfield,12,1979,4,575000,285.22,2016,38.741906,-77.242828,2019,6,1,2
735,Springfield,4,1999,5,700100,298.17,2348,38.8907693,-77.3482828,2019,6,1,3
736,Falls Church,13,1960,4,675000,380.71,1773,38.8907693,-77.3482828,2019,6,0,3
737,Annandale,6,1959,3,522000,345.47,1511,38.8907693,-77.3482828,2019,6,1,1
